ticker,entry_date,final_exit_date,entry_price,exit_price,total_shares,total_pnl,exit_phases,entry_signal,hold_days,r_multiple,return_pct,outcome_category,is_winner,was_stopped_out,hit_tp1,hit_tp2,had_runner
CRWD,2024-07-18,2024-07-18,374.5700073242188,343.04998779296875,6.0,-189.1201171875,STOP,MOMENTUM,0,0.0,-8.414987563050405,SMALL_WIN,False,True,False,False,False
CSIQ,2019-05-06,2019-05-06,21.450000762939453,20.030000686645508,294.0,-417.4800224304199,STOP,MOMENTUM,0,0.0,-6.62004674026572,SMALL_WIN,False,True,False,False,False
CSIQ,2024-05-29,2024-05-29,18.190000534057617,19.781625747680664,74.0,117.78026580810548,TP1,MOMENTUM,0,0.0,8.75000091749863,SMALL_WIN,True,False,True,False,False
CSIQ,2024-06-10,2024-06-10,18.190000534057617,16.91670036315918,74.0,-94.22421264648438,STOP,MOMENTUM,0,0.0,-7.0000007339989025,SMALL_WIN,False,True,False,False,False
CSPI,2019-05-06,2019-05-06,21.450000762939453,20.030000686645508,294.0,-417.4800224304199,STOP,MOMENTUM,0,0.0,-6.62004674026572,SMALL_WIN,False,True,False,False,False
CSPI,2024-05-29,2024-05-29,18.190000534057617,19.781625747680664,74.0,117.78026580810548,TP1,MOMENTUM,0,0.0,8.75000091749863,SMALL_WIN,True,False,True,False,False
CSPI,2024-06-10,2024-06-10,18.190000534057617,16.91670036315918,74.0,-94.22421264648438,STOP,MOMENTUM,0,0.0,-7.0000007339989025,SMALL_WIN,False,True,False,False,False
CSQ,2019-05-06,2019-05-06,21.450000762939453,20.030000686645508,294.0,-417.4800224304199,STOP,MOMENTUM,0,0.0,-6.62004674026572,SMALL_WIN,False,True,False,False,False
CSQ,2024-05-29,2024-05-29,18.190000534057617,19.781625747680664,74.0,117.78026580810548,TP1,MOMENTUM,0,0.0,8.75000091749863,SMALL_WIN,True,False,True,False,False
CSQ,2024-06-10,2024-06-10,18.190000534057617,16.91670036315918,74.0,-94.22421264648438,STOP,MOMENTUM,0,0.0,-7.0000007339989025,SMALL_WIN,False,True,False,False,False
CSTE,2019-05-06,2019-05-06,21.450000762939453,20.030000686645508,294.0,-417.4800224304199,STOP,MOMENTUM,0,0.0,-6.62004674026572,SMALL_WIN,False,True,False,False,False
CSTE,2024-05-29,2024-05-29,18.190000534057617,19.781625747680664,74.0,117.78026580810548,TP1,MOMENTUM,0,0.0,8.75000091749863,SMALL_WIN,True,False,True,False,False
CSTE,2024-06-10,2024-06-10,18.190000534057617,16.91670036315918,74.0,-94.22421264648438,STOP,MOMENTUM,0,0.0,-7.0000007339989025,SMALL_WIN,False,True,False,False,False
CSTL,2020-09-08,2020-09-08,48.04999923706055,45.75981903076172,118.0,-270.2412643432617,STOP,MOMENTUM,0,0.0,-4.7662440013785305,SMALL_WIN,False,True,False,False,False
CSWC,2020-09-08,2020-09-08,48.04999923706055,45.75981903076172,118.0,-270.2412643432617,STOP,MOMENTUM,0,0.0,-4.7662440013785305,SMALL_WIN,False,True,False,False,False
CTBI,2020-09-08,2020-09-08,48.04999923706055,45.75981903076172,118.0,-270.2412643432617,STOP,MOMENTUM,0,0.0,-4.7662440013785305,SMALL_WIN,False,True,False,False,False
CTEC,2020-09-08,2020-09-08,48.04999923706055,45.75981903076172,118.0,-270.2412643432617,STOP,MOMENTUM,0,0.0,-4.7662440013785305,SMALL_WIN,False,True,False,False,False
