ticker,close,sma20,gap_to_sma20_pct,rvol,gap_rvol,adr,gap_adr,dist_sma20,gap_dist,dv_M,gap_dv_M,rs_pct,gap_rs,n_blockers,blockers,proximity_score
AEON,1.11,1.12,0.63,0.82,0.29,10.25,0.0,-0.63,0.0,0.1,19.9,50.0,8.0,4,below_SMA20(0.6%) | rvol(0.82<1.1048) | dv(0M<20M) | rs(50%<58%),10.123
ACT,40.49,41.66,2.81,1.0,0.11,2.48,0.0,-2.81,0.0,13.4,6.6,50.0,8.0,4,below_SMA20(2.8%) | rvol(1.00<1.1048) | dv(13M<20M) | rs(50%<58%),11.361
ADTN,9.94,10.07,1.34,0.63,0.47,4.63,0.0,-1.34,0.0,13.5,6.5,50.0,8.0,4,below_SMA20(1.3%) | rvol(0.63<1.1048) | dv(13M<20M) | rs(50%<58%),12.026
ABCFF,0.03,0.03,3.23,1.04,0.07,10.83,0.0,-3.23,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(3.2%) | rvol(1.04<1.1048) | dv(0M<20M) | rs(50%<58%),13.108
ABT,108.03,112.55,4.01,0.87,0.23,1.85,0.02,-4.01,0.0,910.6,0.0,50.0,8.0,4,below_SMA20(4.0%) | rvol(0.87<1.1048) | adr(1.85<1.8714) | rs(50%<58%),14.753
AB,38.09,39.05,2.46,0.56,0.54,2.65,0.0,-2.46,0.0,15.6,4.4,50.0,8.0,4,below_SMA20(2.5%) | rvol(0.56<1.1048) | dv(16M<20M) | rs(50%<58%),14.783
AD,48.21,49.07,1.75,0.41,0.69,2.84,0.0,-1.75,0.0,10.5,9.5,50.0,8.0,4,below_SMA20(1.7%) | rvol(0.41<1.1048) | dv(11M<20M) | rs(50%<58%),15.367
ACHV,4.17,4.36,4.34,1.02,0.09,5.19,0.0,-4.34,0.0,1.5,18.5,50.0,8.0,4,below_SMA20(4.3%) | rvol(1.02<1.1048) | dv(1M<20M) | rs(50%<58%),15.422
ADXN,6.88,7.24,5.03,0.5,0.6,2.1,0.0,-5.03,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(5.0%) | rvol(0.50<1.1048) | dv(0M<20M) | rs(50%<58%),22.073
SPY,659.63,677.1,2.58,0.95,0.15,1.21,0.66,-2.58,0.0,56835.5,0.0,50.0,8.0,4,below_SMA20(2.6%) | rvol(0.95<1.1048) | adr(1.21<1.8714) | rs(50%<58%),23.98
ABSI,2.39,2.61,8.39,0.89,0.21,6.55,0.0,-8.39,0.0,6.7,13.3,50.0,8.0,4,below_SMA20(8.4%) | rvol(0.89<1.1048) | dv(7M<20M) | rs(50%<58%),24.272
ACP,5.24,5.49,4.63,1.42,0.0,1.37,0.5,-4.63,0.0,3.1,16.9,50.0,8.0,4,below_SMA20(4.6%) | adr(1.37<1.8714) | dv(3M<20M) | rs(50%<58%),25.034
ABNAF,0.15,0.16,6.66,0.45,0.65,2.6,0.0,-6.66,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(6.7%) | rvol(0.45<1.1048) | dv(0M<20M) | rs(50%<58%),25.874
ABLV,0.69,0.73,6.08,0.29,0.81,3.73,0.0,-6.08,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(6.1%) | rvol(0.29<1.1048) | dv(0M<20M) | rs(50%<58%),26.291
AES,14.19,15.32,7.36,0.68,0.42,1.61,0.26,-7.36,0.0,250.0,0.0,50.0,8.0,4,below_SMA20(7.4%) | rvol(0.68<1.1048) | adr(1.61<1.8714) | rs(50%<58%),28.204
AERG,1.28,1.19,-7.25,0.32,0.78,7.85,0.0,7.25,0.48,0.1,19.9,50.0,8.0,4,rvol(0.32<1.1048) | dist(7.2>6.768) | dv(0M<20M) | rs(50%<58%),28.783
AAWH,0.5,0.53,6.52,0.11,0.99,8.9,0.0,-6.52,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(6.5%) | rvol(0.11<1.1048) | dv(0M<20M) | rs(50%<58%),28.944
AEF,7.41,8.21,9.74,0.56,0.54,2.77,0.0,-9.74,0.0,1.5,18.5,50.0,8.0,4,below_SMA20(9.7%) | rvol(0.56<1.1048) | dv(1M<20M) | rs(50%<58%),30.761
ABR-PE,17.27,17.39,0.68,1.8,0.0,0.7,1.17,-0.68,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(0.7%) | adr(0.70<1.8714) | dv(0M<20M) | rs(50%<58%),30.771
ABVC,1.27,1.44,11.74,0.96,0.14,8.38,0.0,-11.74,0.0,0.1,19.9,50.0,8.0,4,below_SMA20(11.7%) | rvol(0.96<1.1048) | dv(0M<20M) | rs(50%<58%),30.889
ADSE,10.21,11.22,8.99,0.38,0.73,6.18,0.0,-8.99,0.0,0.1,19.9,50.0,8.0,4,below_SMA20(9.0%) | rvol(0.38<1.1048) | dv(0M<20M) | rs(50%<58%),31.272
ACR-PD,21.95,22.1,0.64,4.33,0.0,0.6,1.27,-0.64,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(0.6%) | adr(0.60<1.8714) | dv(0M<20M) | rs(50%<58%),32.758
ABLLL,25.68,25.95,1.04,1.2,0.0,0.63,1.24,-1.04,0.0,0.1,19.9,50.0,8.0,4,below_SMA20(1.0%) | adr(0.63<1.8714) | dv(0M<20M) | rs(50%<58%),32.908
ACR-PC,25.03,25.13,0.41,5.76,0.0,0.53,1.35,-0.41,0.0,0.1,19.9,50.0,8.0,4,below_SMA20(0.4%) | adr(0.53<1.8714) | dv(0M<20M) | rs(50%<58%),33.736
AEC,5.72,6.66,14.09,1.02,0.09,8.84,0.0,-14.09,0.0,0.3,19.7,50.0,8.0,4,below_SMA20(14.1%) | rvol(1.02<1.1048) | dv(0M<20M) | rs(50%<58%),35.023
ADNT,19.76,23.34,15.33,0.83,0.27,3.71,0.0,-15.33,0.0,16.4,3.6,50.0,8.0,4,below_SMA20(15.3%) | rvol(0.83<1.1048) | dv(16M<20M) | rs(50%<58%),37.763
AERT,0.41,0.37,-10.17,0.27,0.83,16.14,0.0,10.17,3.4,0.5,19.5,50.0,8.0,4,rvol(0.27<1.1048) | dist(10.2>6.768) | dv(0M<20M) | rs(50%<58%),38.017
ADIL,1.96,2.27,13.69,0.2,0.91,11.74,0.0,-13.69,0.0,0.3,19.7,50.0,8.0,4,below_SMA20(13.7%) | rvol(0.20<1.1048) | dv(0M<20M) | rs(50%<58%),42.456
ACAT,10.0,10.0,0.0,20.0,0.0,0.0,1.87,0.0,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(0.0%) | adr(0.00<1.8714) | dv(0M<20M) | rs(50%<58%),43.433
ADFS,0.0,0.0,0.0,20.0,0.0,0.0,1.87,0.0,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(0.0%) | adr(0.00<1.8714) | dv(0M<20M) | rs(50%<58%),43.433
ADLI,0.0,0.0,0.0,20.0,0.0,0.0,1.87,0.0,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(0.0%) | adr(0.00<1.8714) | dv(0M<20M) | rs(50%<58%),43.433
ADYX,0.0,0.0,0.0,20.0,0.0,0.0,1.87,0.0,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(0.0%) | adr(0.00<1.8714) | dv(0M<20M) | rs(50%<58%),43.433
AEDC,0.0,0.0,0.0,20.0,0.0,0.0,1.87,0.0,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(0.0%) | adr(0.00<1.8714) | dv(0M<20M) | rs(50%<58%),43.433
AXAC,10.43,10.43,0.0,0.0,1.1,0.0,1.87,0.0,0.0,,0.0,50.0,8.0,4,below_SMA20(0.0%) | rvol(0.00<1.1048) | adr(0.00<1.8714) | rs(50%<58%),52.481
AERGP,3.79,3.79,0.0,0.0,1.1,0.0,1.87,0.0,0.0,,0.0,50.0,8.0,4,below_SMA20(0.0%) | rvol(0.00<1.1048) | adr(0.00<1.8714) | rs(50%<58%),52.481
ADMQ,0.03,0.03,-14.36,0.06,1.05,7.07,0.0,14.36,7.59,0.0,20.0,50.0,8.0,4,rvol(0.06<1.1048) | dist(14.4>6.768) | dv(0M<20M) | rs(50%<58%),52.774
ADV,0.74,0.61,-22.04,0.84,0.27,11.96,0.0,22.04,15.27,0.6,19.4,50.0,8.0,4,rvol(0.84<1.1048) | dist(22.0>6.768) | dv(1M<20M) | rs(50%<58%),67.995
AERS,0.0,0.0,17.24,16.88,0.0,0.0,1.87,-17.24,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(17.2%) | adr(0.00<1.8714) | dv(0M<20M) | rs(50%<58%),77.916
ABP,0.12,0.26,53.74,0.1,1.01,31.38,0.0,-53.74,0.0,0.1,19.9,50.0,8.0,4,below_SMA20(53.7%) | rvol(0.10<1.1048) | dv(0M<20M) | rs(50%<58%),123.558
ACAAU,10.09,25.28,60.09,0.27,0.83,4.29,0.0,-60.09,0.0,0.4,19.6,50.0,8.0,4,below_SMA20(60.1%) | rvol(0.27<1.1048) | dv(0M<20M) | rs(50%<58%),134.47
ACB,3.43,8.38,59.06,4.34,0.0,0.87,1.0,-59.06,0.0,0.4,19.6,50.0,8.0,4,below_SMA20(59.1%) | adr(0.87<1.8714) | dv(0M<20M) | rs(50%<58%),144.1
ACONW,0.04,2.05,98.04,0.06,1.04,5.15,0.0,-98.04,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(98.0%) | rvol(0.06<1.1048) | dv(0M<20M) | rs(50%<58%),212.533
AERTW,0.02,8.14,99.81,0.0,1.1,5.53,0.0,-99.81,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(99.8%) | rvol(0.00<1.1048) | dv(0M<20M) | rs(50%<58%),216.653
ACAN,0.0,17.66,100.0,0.01,1.09,3.4,0.0,-100.0,0.0,0.0,20.0,50.0,8.0,4,below_SMA20(100.0%) | rvol(0.01<1.1048) | dv(0M<20M) | rs(50%<58%),216.947
AAPI,0.2,0.06,-237.65,2.12,0.0,1.16,0.71,237.65,230.88,0.0,20.0,50.0,8.0,4,adr(1.16<1.8714) | dist(237.7>6.768) | dv(0M<20M) | rs(50%<58%),726.328
ADTTF,150.5,41.48,-262.82,0.01,1.1,7.11,0.0,262.82,256.05,2.2,17.8,50.0,8.0,4,rvol(0.01<1.1048) | dist(262.8>6.768) | dv(2M<20M) | rs(50%<58%),798.45
ABUS,4.26,1.14,-273.58,2.29,0.0,1.71,0.16,273.58,266.81,2.8,17.2,50.0,8.0,4,adr(1.71<1.8714) | dist(273.6>6.768) | dv(3M<20M) | rs(50%<58%),822.974
AAQL,0.6,0.16,-281.13,2.86,0.0,0.0,1.87,281.13,274.37,0.0,20.0,50.0,8.0,4,adr(0.00<1.8714) | dist(281.1>6.768) | dv(0M<20M) | rs(50%<58%),880.067
AEFC,18.98,4.89,-288.5,7.41,0.0,0.37,1.5,288.5,281.73,0.2,19.8,50.0,8.0,4,adr(0.37<1.8714) | dist(288.5>6.768) | dv(0M<20M) | rs(50%<58%),894.639
ADAM,7.87,2.0,-293.19,3.58,0.0,0.82,1.06,293.19,286.42,1.2,18.8,50.0,8.0,4,adr(0.82<1.8714) | dist(293.2>6.768) | dv(1M<20M) | rs(50%<58%),899.796
ACRS,3.54,0.89,-298.32,0.29,0.82,14.29,0.0,298.32,291.55,10.9,9.1,50.0,8.0,4,rvol(0.29<1.1048) | dist(298.3>6.768) | dv(11M<20M) | rs(50%<58%),901.272
AAPG,24.43,6.05,-303.87,4.1,0.0,0.95,0.92,303.87,297.1,0.0,20.0,50.0,8.0,4,adr(0.95<1.8714) | dist(303.9>6.768) | dv(0M<20M) | rs(50%<58%),929.27
