number,value,datetime_start,datetime_complete,duration,params_max_exposure_pct,params_min_adr,params_min_rvol,params_risk_dollars,params_rvol_danger_size,params_signal_type,params_tp1_r,params_tp2_r,state
149,0.27480479081594655,2026-01-10 00:59:23.441848,2026-01-10 00:59:24.345066,0 days 00:00:00.903218,0.25,1.0,1.5,150,0.25,breakout,2.0,3.5,COMPLETE
150,-999.0,2026-01-10 00:59:24.348649,2026-01-10 00:59:24.713468,0 days 00:00:00.364819,0.2,1.0,1.5,250,0.25,any,2.0,3.5,COMPLETE
151,0.41005311031611213,2026-01-10 00:59:24.718247,2026-01-10 00:59:25.594439,0 days 00:00:00.876192,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
152,0.41005311031611213,2026-01-10 00:59:25.597577,2026-01-10 00:59:26.651133,0 days 00:00:01.053556,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
153,0.41005311031611213,2026-01-10 00:59:26.656186,2026-01-10 00:59:27.745545,0 days 00:00:01.089359,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
154,0.41005311031611213,2026-01-10 00:59:27.748129,2026-01-10 00:59:28.669411,0 days 00:00:00.921282,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
155,0.41005311031611213,2026-01-10 00:59:28.673485,2026-01-10 00:59:29.615744,0 days 00:00:00.942259,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
156,0.41005311031611213,2026-01-10 00:59:29.619203,2026-01-10 00:59:30.568192,0 days 00:00:00.948989,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
157,0.41005311031611213,2026-01-10 00:59:30.571626,2026-01-10 00:59:31.509653,0 days 00:00:00.938027,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
158,0.41005311031611213,2026-01-10 00:59:31.512963,2026-01-10 00:59:32.436093,0 days 00:00:00.923130,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
159,0.41005311031611213,2026-01-10 00:59:32.438851,2026-01-10 00:59:33.338070,0 days 00:00:00.899219,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
160,0.41005311031611213,2026-01-10 00:59:33.340548,2026-01-10 00:59:34.178439,0 days 00:00:00.837891,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
161,0.41005311031611213,2026-01-10 00:59:34.181558,2026-01-10 00:59:35.064558,0 days 00:00:00.883000,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
162,0.41005311031611213,2026-01-10 00:59:35.067641,2026-01-10 00:59:35.924612,0 days 00:00:00.856971,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
163,0.41005311031611213,2026-01-10 00:59:35.929134,2026-01-10 00:59:36.756961,0 days 00:00:00.827827,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
164,0.41005311031611213,2026-01-10 00:59:36.759557,2026-01-10 00:59:37.413915,0 days 00:00:00.654358,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
165,0.3668349925076029,2026-01-10 00:59:37.416976,2026-01-10 00:59:38.077205,0 days 00:00:00.660229,0.25,1.0,1.5,250,0.4,breakout,1.25,3.5,COMPLETE
166,0.41005311031611213,2026-01-10 00:59:38.080424,2026-01-10 00:59:38.787493,0 days 00:00:00.707069,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
167,0.1911613539771066,2026-01-10 00:59:38.790281,2026-01-10 00:59:39.545668,0 days 00:00:00.755387,0.25,1.0,2.0,250,0.25,breakout,2.0,3.5,COMPLETE
168,0.3825849660911299,2026-01-10 00:59:39.549088,2026-01-10 00:59:40.296431,0 days 00:00:00.747343,0.2,2.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
169,0.41005311031611213,2026-01-10 00:59:40.300228,2026-01-10 00:59:41.045036,0 days 00:00:00.744808,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
170,0.41005311031611213,2026-01-10 00:59:41.047705,2026-01-10 00:59:41.800222,0 days 00:00:00.752517,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
171,0.41005311031611213,2026-01-10 00:59:41.803445,2026-01-10 00:59:42.549830,0 days 00:00:00.746385,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
172,0.41005311031611213,2026-01-10 00:59:42.552702,2026-01-10 00:59:43.317815,0 days 00:00:00.765113,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
173,0.41005311031611213,2026-01-10 00:59:43.320505,2026-01-10 00:59:44.064474,0 days 00:00:00.743969,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
174,0.4090776616329641,2026-01-10 00:59:44.067700,2026-01-10 00:59:44.814129,0 days 00:00:00.746429,0.25,1.0,1.5,250,0.3,breakout,2.0,3.5,COMPLETE
175,0.41005311031611213,2026-01-10 00:59:44.817297,2026-01-10 00:59:45.565143,0 days 00:00:00.747846,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
176,0.23204591256456172,2026-01-10 00:59:45.567546,2026-01-10 00:59:46.326064,0 days 00:00:00.758518,0.25,1.0,1.0,250,0.25,breakout,1.5,3.5,COMPLETE
177,0.35433044338637054,2026-01-10 00:59:46.329374,2026-01-10 00:59:47.076723,0 days 00:00:00.747349,0.2,1.5,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
178,-999.0,2026-01-10 00:59:47.079558,2026-01-10 00:59:47.354185,0 days 00:00:00.274627,0.25,1.0,1.5,150,0.25,any,2.0,3.5,COMPLETE
179,0.41005311031611213,2026-01-10 00:59:47.358374,2026-01-10 00:59:48.153178,0 days 00:00:00.794804,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
180,0.4035470067751414,2026-01-10 00:59:48.156875,2026-01-10 00:59:48.987043,0 days 00:00:00.830168,0.25,1.0,1.5,250,0.25,breakout,2.0,3.0,COMPLETE
181,0.41005311031611213,2026-01-10 00:59:48.990351,2026-01-10 00:59:49.877120,0 days 00:00:00.886769,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
182,0.41005311031611213,2026-01-10 00:59:49.879926,2026-01-10 00:59:50.861498,0 days 00:00:00.981572,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
183,0.41005311031611213,2026-01-10 00:59:50.864333,2026-01-10 00:59:51.990302,0 days 00:00:01.125969,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
184,0.41005311031611213,2026-01-10 00:59:52.001756,2026-01-10 00:59:53.295357,0 days 00:00:01.293601,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
185,0.41005311031611213,2026-01-10 00:59:53.297952,2026-01-10 00:59:54.233052,0 days 00:00:00.935100,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
186,0.41005311031611213,2026-01-10 00:59:54.236543,2026-01-10 00:59:55.136053,0 days 00:00:00.899510,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
187,0.41005311031611213,2026-01-10 00:59:55.139205,2026-01-10 00:59:56.009135,0 days 00:00:00.869930,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
188,0.41005311031611213,2026-01-10 00:59:56.012952,2026-01-10 00:59:56.914345,0 days 00:00:00.901393,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
189,0.41005311031611213,2026-01-10 00:59:56.918369,2026-01-10 00:59:57.866811,0 days 00:00:00.948442,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
190,0.40708484019650254,2026-01-10 00:59:57.870094,2026-01-10 00:59:58.832895,0 days 00:00:00.962801,0.25,1.0,1.5,250,0.4,breakout,2.0,3.5,COMPLETE
191,0.41005311031611213,2026-01-10 00:59:58.837609,2026-01-10 00:59:59.723173,0 days 00:00:00.885564,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
192,0.41005311031611213,2026-01-10 00:59:59.726453,2026-01-10 01:00:00.407257,0 days 00:00:00.680804,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
193,0.41005311031611213,2026-01-10 01:00:00.410848,2026-01-10 01:00:01.098799,0 days 00:00:00.687951,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
194,0.41005311031611213,2026-01-10 01:00:01.102568,2026-01-10 01:00:01.828815,0 days 00:00:00.726247,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
195,0.41005311031611213,2026-01-10 01:00:01.832073,2026-01-10 01:00:02.614726,0 days 00:00:00.782653,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
196,0.41005311031611213,2026-01-10 01:00:02.617493,2026-01-10 01:00:03.421238,0 days 00:00:00.803745,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
197,0.3678389348603048,2026-01-10 01:00:03.424108,2026-01-10 01:00:04.222318,0 days 00:00:00.798210,0.25,1.0,1.5,250,0.25,breakout,1.25,3.5,COMPLETE
198,0.1911613539771066,2026-01-10 01:00:04.226297,2026-01-10 01:00:04.976409,0 days 00:00:00.750112,0.25,1.0,2.0,250,0.25,breakout,2.0,3.5,COMPLETE
199,0.41005311031611213,2026-01-10 01:00:04.979049,2026-01-10 01:00:05.748482,0 days 00:00:00.769433,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
200,0.378606262970086,2026-01-10 01:00:05.751586,2026-01-10 01:00:06.481512,0 days 00:00:00.729926,0.25,2.0,1.5,250,0.3,breakout,1.75,3.5,COMPLETE
201,0.41005311031611213,2026-01-10 01:00:06.484497,2026-01-10 01:00:07.251683,0 days 00:00:00.767186,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
202,0.41005311031611213,2026-01-10 01:00:07.255814,2026-01-10 01:00:08.012711,0 days 00:00:00.756897,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
203,0.41005311031611213,2026-01-10 01:00:08.016288,2026-01-10 01:00:08.788222,0 days 00:00:00.771934,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
204,0.41005311031611213,2026-01-10 01:00:08.791126,2026-01-10 01:00:09.556550,0 days 00:00:00.765424,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
205,0.41005311031611213,2026-01-10 01:00:09.559860,2026-01-10 01:00:10.329766,0 days 00:00:00.769906,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
206,0.41005311031611213,2026-01-10 01:00:10.334405,2026-01-10 01:00:11.099730,0 days 00:00:00.765325,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
207,0.0855300490216044,2026-01-10 01:00:11.103321,2026-01-10 01:00:11.881763,0 days 00:00:00.778442,0.25,1.0,1.0,150,0.25,breakout,2.0,3.5,COMPLETE
208,-999.0,2026-01-10 01:00:11.885717,2026-01-10 01:00:12.162188,0 days 00:00:00.276471,0.3,1.0,1.5,250,0.25,any,2.0,3.5,COMPLETE
209,0.3852358658177621,2026-01-10 01:00:12.165147,2026-01-10 01:00:12.950027,0 days 00:00:00.784880,0.25,1.0,1.5,250,0.25,breakout,1.5,3.5,COMPLETE
210,0.35433044338637054,2026-01-10 01:00:12.952755,2026-01-10 01:00:13.745475,0 days 00:00:00.792720,0.2,1.5,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
211,0.41005311031611213,2026-01-10 01:00:13.748875,2026-01-10 01:00:14.601680,0 days 00:00:00.852805,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
212,0.41005311031611213,2026-01-10 01:00:14.605083,2026-01-10 01:00:15.476734,0 days 00:00:00.871651,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
213,0.41005311031611213,2026-01-10 01:00:15.478820,2026-01-10 01:00:16.354356,0 days 00:00:00.875536,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
214,0.41005311031611213,2026-01-10 01:00:16.356968,2026-01-10 01:00:17.249660,0 days 00:00:00.892692,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
215,0.41005311031611213,2026-01-10 01:00:17.253196,2026-01-10 01:00:18.188513,0 days 00:00:00.935317,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
216,0.4035470067751414,2026-01-10 01:00:18.191315,2026-01-10 01:00:19.079156,0 days 00:00:00.887841,0.25,1.0,1.5,250,0.25,breakout,2.0,3.0,COMPLETE
217,0.41005311031611213,2026-01-10 01:00:19.083515,2026-01-10 01:00:19.969303,0 days 00:00:00.885788,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
218,0.41005311031611213,2026-01-10 01:00:19.973878,2026-01-10 01:00:20.819850,0 days 00:00:00.845972,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
219,0.41005311031611213,2026-01-10 01:00:20.823400,2026-01-10 01:00:21.669828,0 days 00:00:00.846428,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
220,0.41005311031611213,2026-01-10 01:00:21.673593,2026-01-10 01:00:22.435615,0 days 00:00:00.762022,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
221,0.41005311031611213,2026-01-10 01:00:22.438830,2026-01-10 01:00:23.240176,0 days 00:00:00.801346,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
222,0.41005311031611213,2026-01-10 01:00:23.245280,2026-01-10 01:00:23.896822,0 days 00:00:00.651542,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
223,0.41005311031611213,2026-01-10 01:00:23.899776,2026-01-10 01:00:24.553261,0 days 00:00:00.653485,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
224,0.41005311031611213,2026-01-10 01:00:24.556749,2026-01-10 01:00:25.288278,0 days 00:00:00.731529,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
225,0.41005311031611213,2026-01-10 01:00:25.290447,2026-01-10 01:00:26.049040,0 days 00:00:00.758593,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
226,0.40708484019650254,2026-01-10 01:00:26.051713,2026-01-10 01:00:26.792967,0 days 00:00:00.741254,0.25,1.0,1.5,250,0.4,breakout,2.0,3.5,COMPLETE
227,0.41005311031611213,2026-01-10 01:00:26.795543,2026-01-10 01:00:27.542305,0 days 00:00:00.746762,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
228,0.41005311031611213,2026-01-10 01:00:27.544885,2026-01-10 01:00:28.265031,0 days 00:00:00.720146,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
229,0.41005311031611213,2026-01-10 01:00:28.267944,2026-01-10 01:00:29.021587,0 days 00:00:00.753643,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
230,0.41005311031611213,2026-01-10 01:00:29.026153,2026-01-10 01:00:29.762250,0 days 00:00:00.736097,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
231,0.41005311031611213,2026-01-10 01:00:29.764887,2026-01-10 01:00:30.676062,0 days 00:00:00.911175,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
232,0.41005311031611213,2026-01-10 01:00:30.678727,2026-01-10 01:00:31.431198,0 days 00:00:00.752471,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
233,0.41005311031611213,2026-01-10 01:00:31.433642,2026-01-10 01:00:32.156849,0 days 00:00:00.723207,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
234,0.41005311031611213,2026-01-10 01:00:32.159432,2026-01-10 01:00:32.848179,0 days 00:00:00.688747,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
235,0.41005311031611213,2026-01-10 01:00:32.850473,2026-01-10 01:00:33.510820,0 days 00:00:00.660347,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
236,0.11793843167452545,2026-01-10 01:00:33.513234,2026-01-10 01:00:34.165152,0 days 00:00:00.651918,0.2,2.0,2.0,250,0.25,breakout,1.25,3.5,COMPLETE
237,0.41005311031611213,2026-01-10 01:00:34.167408,2026-01-10 01:00:35.200426,0 days 00:00:01.033018,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
238,0.41005311031611213,2026-01-10 01:00:35.206584,2026-01-10 01:00:36.288164,0 days 00:00:01.081580,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
239,0.4090776616329641,2026-01-10 01:00:36.290436,2026-01-10 01:00:36.946894,0 days 00:00:00.656458,0.2,1.0,1.5,250,0.3,breakout,2.0,3.5,COMPLETE
240,-999.0,2026-01-10 01:00:36.949051,2026-01-10 01:00:37.166507,0 days 00:00:00.217456,0.25,1.0,1.5,150,0.25,any,2.0,3.5,COMPLETE
241,0.41005311031611213,2026-01-10 01:00:37.168857,2026-01-10 01:00:37.881962,0 days 00:00:00.713105,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
242,0.41005311031611213,2026-01-10 01:00:37.884424,2026-01-10 01:00:38.610861,0 days 00:00:00.726437,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
243,0.41005311031611213,2026-01-10 01:00:38.613938,2026-01-10 01:00:39.357259,0 days 00:00:00.743321,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
244,0.41005311031611213,2026-01-10 01:00:39.359825,2026-01-10 01:00:40.154674,0 days 00:00:00.794849,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
245,0.41005311031611213,2026-01-10 01:00:40.157213,2026-01-10 01:00:41.698582,0 days 00:00:01.541369,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
246,0.40378867354022413,2026-01-10 01:00:41.701587,2026-01-10 01:00:42.465238,0 days 00:00:00.763651,0.25,1.0,1.5,250,0.25,breakout,1.75,3.5,COMPLETE
247,0.41005311031611213,2026-01-10 01:00:42.467865,2026-01-10 01:00:43.260819,0 days 00:00:00.792954,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
248,0.2249612377432319,2026-01-10 01:00:43.262852,2026-01-10 01:00:44.037148,0 days 00:00:00.774296,0.3,1.5,1.0,250,0.25,breakout,2.0,3.5,COMPLETE
249,0.3852358658177621,2026-01-10 01:00:44.039837,2026-01-10 01:00:44.808357,0 days 00:00:00.768520,0.25,1.0,1.5,250,0.25,breakout,1.5,3.5,COMPLETE
250,0.4035470067751414,2026-01-10 01:00:44.811237,2026-01-10 01:00:45.633439,0 days 00:00:00.822202,0.25,1.0,1.5,250,0.25,breakout,2.0,3.0,COMPLETE
251,0.41005311031611213,2026-01-10 01:00:45.636570,2026-01-10 01:00:46.429170,0 days 00:00:00.792600,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
252,0.41005311031611213,2026-01-10 01:00:46.431914,2026-01-10 01:00:47.785572,0 days 00:00:01.353658,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
253,0.41005311031611213,2026-01-10 01:00:47.787979,2026-01-10 01:00:48.431947,0 days 00:00:00.643968,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
254,0.41005311031611213,2026-01-10 01:00:48.434073,2026-01-10 01:00:49.090100,0 days 00:00:00.656027,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
255,0.41005311031611213,2026-01-10 01:00:49.092349,2026-01-10 01:00:49.736540,0 days 00:00:00.644191,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
256,0.41005311031611213,2026-01-10 01:00:49.738499,2026-01-10 01:00:50.383451,0 days 00:00:00.644952,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
257,0.40708484019650254,2026-01-10 01:00:50.385542,2026-01-10 01:00:51.057354,0 days 00:00:00.671812,0.2,1.0,1.5,250,0.4,breakout,2.0,3.5,COMPLETE
258,0.41005311031611213,2026-01-10 01:00:51.060237,2026-01-10 01:00:51.709579,0 days 00:00:00.649342,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
259,0.41005311031611213,2026-01-10 01:00:51.711791,2026-01-10 01:00:52.348166,0 days 00:00:00.636375,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
260,0.41005311031611213,2026-01-10 01:00:52.350115,2026-01-10 01:00:52.994928,0 days 00:00:00.644813,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
261,0.41005311031611213,2026-01-10 01:00:52.997540,2026-01-10 01:00:53.658128,0 days 00:00:00.660588,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
262,0.41005311031611213,2026-01-10 01:00:53.660417,2026-01-10 01:00:54.292933,0 days 00:00:00.632516,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
263,-999.0,2026-01-10 01:00:54.295107,2026-01-10 01:00:54.503925,0 days 00:00:00.208818,0.25,1.0,2.0,250,0.25,any,2.0,3.5,COMPLETE
264,0.41005311031611213,2026-01-10 01:00:54.506085,2026-01-10 01:00:55.169874,0 days 00:00:00.663789,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
265,0.23402688321125162,2026-01-10 01:00:55.172077,2026-01-10 01:00:55.836486,0 days 00:00:00.664409,0.25,2.0,1.5,150,0.25,breakout,2.0,3.5,COMPLETE
266,0.4090776616329641,2026-01-10 01:00:55.838686,2026-01-10 01:00:56.548084,0 days 00:00:00.709398,0.25,1.0,1.5,250,0.3,breakout,2.0,3.5,COMPLETE
267,0.3678389348603048,2026-01-10 01:00:56.550205,2026-01-10 01:00:57.244810,0 days 00:00:00.694605,0.2,1.0,1.5,250,0.25,breakout,1.25,3.5,COMPLETE
268,0.23113785396776518,2026-01-10 01:00:57.246946,2026-01-10 01:00:57.953022,0 days 00:00:00.706076,0.25,1.0,1.0,250,0.25,breakout,2.0,3.5,COMPLETE
269,0.41005311031611213,2026-01-10 01:00:57.955269,2026-01-10 01:00:58.690391,0 days 00:00:00.735122,0.3,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
270,0.40378867354022413,2026-01-10 01:00:58.693210,2026-01-10 01:01:00.153842,0 days 00:00:01.460632,0.25,1.0,1.5,250,0.25,breakout,1.75,3.5,COMPLETE
271,0.35433044338637054,2026-01-10 01:01:00.155962,2026-01-10 01:01:01.026180,0 days 00:00:00.870218,0.2,1.5,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
272,0.4035470067751414,2026-01-10 01:01:01.028780,2026-01-10 01:01:01.871470,0 days 00:00:00.842690,0.25,1.0,1.5,250,0.25,breakout,2.0,3.0,COMPLETE
273,0.41005311031611213,2026-01-10 01:01:01.873773,2026-01-10 01:01:02.666870,0 days 00:00:00.793097,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
274,0.3852358658177621,2026-01-10 01:01:02.668791,2026-01-10 01:01:03.435129,0 days 00:00:00.766338,0.2,1.0,1.5,250,0.25,breakout,1.5,3.5,COMPLETE
275,0.41005311031611213,2026-01-10 01:01:03.437515,2026-01-10 01:01:04.146334,0 days 00:00:00.708819,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
276,0.41005311031611213,2026-01-10 01:01:04.148816,2026-01-10 01:01:04.852344,0 days 00:00:00.703528,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
277,0.41005311031611213,2026-01-10 01:01:04.854525,2026-01-10 01:01:05.504590,0 days 00:00:00.650065,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
278,0.41005311031611213,2026-01-10 01:01:05.506655,2026-01-10 01:01:06.156708,0 days 00:00:00.650053,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
279,0.41005311031611213,2026-01-10 01:01:06.158832,2026-01-10 01:01:06.819071,0 days 00:00:00.660239,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
280,0.41005311031611213,2026-01-10 01:01:06.821273,2026-01-10 01:01:07.514737,0 days 00:00:00.693464,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
281,0.40708484019650254,2026-01-10 01:01:07.516840,2026-01-10 01:01:08.179908,0 days 00:00:00.663068,0.2,1.0,1.5,250,0.4,breakout,2.0,3.5,COMPLETE
282,0.41005311031611213,2026-01-10 01:01:08.181800,2026-01-10 01:01:08.854912,0 days 00:00:00.673112,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
283,0.35661117126952596,2026-01-10 01:01:08.857277,2026-01-10 01:01:09.522681,0 days 00:00:00.665404,0.25,1.0,1.5,200,0.25,breakout,2.0,3.5,COMPLETE
284,-999.0,2026-01-10 01:01:09.525026,2026-01-10 01:01:09.736840,0 days 00:00:00.211814,0.2,1.0,1.5,250,0.25,any,2.0,3.5,COMPLETE
285,0.143421264436882,2026-01-10 01:01:09.739140,2026-01-10 01:01:10.452177,0 days 00:00:00.713037,0.25,2.0,2.0,250,0.25,breakout,2.0,3.5,COMPLETE
286,0.41005311031611213,2026-01-10 01:01:10.454486,2026-01-10 01:01:11.140566,0 days 00:00:00.686080,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
287,0.41005311031611213,2026-01-10 01:01:11.143081,2026-01-10 01:01:11.819806,0 days 00:00:00.676725,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
288,0.27480479081594655,2026-01-10 01:01:11.822102,2026-01-10 01:01:12.511185,0 days 00:00:00.689083,0.2,1.0,1.5,150,0.25,breakout,2.0,3.5,COMPLETE
289,0.41005311031611213,2026-01-10 01:01:12.513290,2026-01-10 01:01:13.209945,0 days 00:00:00.696655,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
290,0.36751987578007267,2026-01-10 01:01:13.212612,2026-01-10 01:01:13.940149,0 days 00:00:00.727537,0.25,1.0,1.5,250,0.3,breakout,1.25,3.5,COMPLETE
291,0.23113785396776518,2026-01-10 01:01:13.943662,2026-01-10 01:01:15.351173,0 days 00:00:01.407511,0.2,1.0,1.0,250,0.25,breakout,2.0,3.5,COMPLETE
292,0.35433044338637054,2026-01-10 01:01:15.353682,2026-01-10 01:01:16.138886,0 days 00:00:00.785204,0.25,1.5,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
293,0.41005311031611213,2026-01-10 01:01:16.141247,2026-01-10 01:01:16.907143,0 days 00:00:00.765896,0.3,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
294,0.3971557529158919,2026-01-10 01:01:16.909500,2026-01-10 01:01:17.651798,0 days 00:00:00.742298,0.25,1.0,1.5,250,0.25,breakout,1.75,3.0,COMPLETE
295,0.41005311031611213,2026-01-10 01:01:17.654252,2026-01-10 01:01:18.405420,0 days 00:00:00.751168,0.2,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
296,0.41005311031611213,2026-01-10 01:01:18.408818,2026-01-10 01:01:19.118455,0 days 00:00:00.709637,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
297,0.41005311031611213,2026-01-10 01:01:19.120900,2026-01-10 01:01:19.796706,0 days 00:00:00.675806,0.25,1.0,1.5,250,0.25,breakout,2.0,3.5,COMPLETE
